nan {'sigma': 20, 'reg': 1e-07}
1.20813068607e-05 {'sigma': 20, 'reg': 1e-07}
0.115438867602 {'sigma': 20, 'reg': 1e-07}
0.231848657599 {'sigma': 20, 'reg': 1e-07}
0.13493760004 {'sigma': 20, 'reg': 1e-07}
0.00139605039124 {'sigma': 20, 'reg': 1e-07}
         9406140 function calls (9306530 primitive calls) in 16.929 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 font_manager.py:1015(FontManager)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3070(Text)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 posixpath.py:102(split)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       31    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_ctypes)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        2    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
       24    0.000    0.000    0.000    0.000 legend.py:427(_get_loc)
       12    0.000    0.000    0.000    0.000 legend.py:855(set_bbox_to_anchor)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:154(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:1526(RendererPdf)
        1    0.000    0.000    0.000    0.000 mac_roman.py:33(getregentry)
       23    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:218(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(Path)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       20    0.000    0.000    0.000    0.000 cbook.py:139(deprecated)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        4    0.000    0.000    0.000    0.000 rcsetup.py:561(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 pyplot.py:72(_backend_selection)
       75    0.000    0.000    0.000    0.000 font_manager.py:1157(score_variant)
       24    0.000    0.000    0.000    0.000 patches.py:1882(<listcomp>)
       37    0.000    0.000    0.000    0.000 backend_bases.py:890(get_joinstyle)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:16(SubplotBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
        1    0.000    0.000    0.000    0.000 quiver.py:239(QuiverKey)
        1    0.000    0.000    0.000    0.000 triangulation.py:11(Triangulation)
       12    0.000    0.000    0.000    0.000 _base.py:104(<listcomp>)
       18    0.000    0.000    0.000    0.000 _base.py:1331(get_anchor)
        1    0.000    0.000    0.000    0.000 __init__.py:2198(Grid)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        1    0.000    0.000    0.000    0.000 bdb.py:14(Bdb)
        1    0.000    0.000    0.000    0.000 custom_calculators.py:34(doubleLJ_calculator)
        1    0.000    0.000    0.000    0.000 bundletrajectory.py:46(BundleTrajectory)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:1488(is_date)
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        4    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
        4    0.000    0.000    0.000    0.000 core.py:124(doc_note)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 dist.py:1012(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        5    0.000    0.000    0.000    0.000 rcsetup.py:517(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
       40    0.000    0.000    0.000    0.000 transforms.py:1705(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 collections.py:840(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
       37    0.000    0.000    0.000    0.000 backend_bases.py:845(get_capstyle)
        1    0.000    0.000    0.000    0.000 dates.py:725(DateLocator)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        3    0.000    0.000    0.000    0.000 legend_handler.py:182(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:890(Barbs)
        1    0.000    0.000    0.000    0.000 __init__.py:2853(Menu)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
        9    0.000    0.000    0.000    0.000 atom.py:18(atomproperty)
       12    0.000    0.000    0.000    0.000 backend_pdf.py:1404(writePathCollectionTemplates)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_fixupParents)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2036(Chebyshev)
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 hermite.py:1810(Hermite)
        1    0.000    0.000    0.000    0.000 laguerre.py:1760(Laguerre)
        8    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:36(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        1    0.000    0.000    0.000    0.000 decoder.py:345(raw_decode)
       12    0.000    0.000    0.000    0.000 colorbar.py:328(_extend_lower)
       12    0.000    0.000    0.000    0.000 colorbar.py:1344(<listcomp>)
       12    0.000    0.000    0.000    0.000 collections.py:763(get_linewidths)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 text.py:1283(TextWithDash)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1176(TimerBase)
        8    0.000    0.000    0.000    0.000 mathtext.py:1875(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
       24    0.000    0.000    0.000    0.000 legend.py:488(_approx_text_height)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        4    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        3    0.000    0.000    0.000    0.000 atom.py:33(abcproperty)
        1    0.000    0.000    0.000    0.000 formula.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:1047(Filter)
        1    0.000    0.000    0.000    0.000 ulm.py:341(Reader)
        1    0.000    0.000    0.000    0.000 <string>:5(IOFormat)
       12    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1359(_get_supported_file_loaders)
        2    0.000    0.000    0.000    0.000 sre_parse.py:963(expand_template)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
       23    0.000    0.000    0.000    0.000 numerictypes.py:1016(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
       12    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1807(HermiteE)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        2    0.000    0.000    0.000    0.000 cbook.py:663(__init__)
       11    0.000    0.000    0.000    0.000 rcsetup.py:76(_listify_validator)
        4    0.000    0.000    0.000    0.000 rcsetup.py:341(<listcomp>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4154(__ilshift__)
        1    0.000    0.000    0.000    0.000 colors.py:556(_set_extremes)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 transforms.py:1534(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1655(AffineBase)
        1    0.000    0.000    0.000    0.000 <string>:5(_XYPair)
       27    0.000    0.000    0.000    0.000 collections.py:446(get_hatch)
       12    0.000    0.000    0.000    0.000 ticker.py:365(set_offset_string)
        1    0.000    0.000    0.000    0.000 afm.py:342(AFM)
        1    0.000    0.000    0.000    0.000 textpath.py:413(TextPath)
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolQuit)
       12    0.000    0.000    0.000    0.000 figure.py:763(get_frameon)
        1    0.000    0.000    0.000    0.000 tz.py:334(tzfile)
       12    0.000    0.000    0.000    0.000 legend.py:787(get_frame)
        1    0.000    0.000    0.000    0.000 legend_handler.py:393(__init__)
       12    0.000    0.000    0.000    0.000 axis.py:1309(get_major_formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:31(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:113(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:2762(Listbox)
        5    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_pdf.py:412(PdfFile)
        1    0.000    0.000    0.000    0.000 backend_mixed.py:12(MixedModeRenderer)
       16    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
        2    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        4    0.000    0.000    0.000    0.000 tempfile.py:235(_get_candidate_names)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2680(Signature)
